"itemid","itemname","itemimageurl","itemimagename"
159427,"Legplates of the Irontide Raider","https://wow.zamimg.com/images/wow/icons/large/inv_pant_plate_kultirasdungeon_c_01.jpg","inv_pant_plate_kultirasdungeon_c_01.jpg"
159428,"Ballast Sinkers","https://wow.zamimg.com/images/wow/icons/large/inv_boot_plate_kultirasdungeon_c_01.jpg","inv_boot_plate_kultirasdungeon_c_01.jpg"
159429,"Rope-Scored Gauntlets","https://wow.zamimg.com/images/wow/icons/large/inv_glove_plate_kultirasdungeon_c_01.jpg","inv_glove_plate_kultirasdungeon_c_01.jpg"
159434,"Cannoneer's Toolbelt","https://wow.zamimg.com/images/wow/icons/large/inv_belt_plate_kultirasdungeon_c_01.jpg","inv_belt_plate_kultirasdungeon_c_01.jpg"
159461,"Band of the Ancient Dredger","https://wow.zamimg.com/images/wow/icons/large/inv_ring_80_05b.jpg","inv_ring_80_05b.jpg"
159622,"Hadal's Nautilus","https://wow.zamimg.com/images/wow/icons/large/inv_misc_shell_04.jpg","inv_misc_shell_04.jpg"
159623,"Dead-Eye Spyglass","https://wow.zamimg.com/images/wow/icons/large/inv_misc_spyglass_02.jpg","inv_misc_spyglass_02.jpg"
159647,"Siegebreaker's Halberd","https://wow.zamimg.com/images/wow/icons/large/inv_polearm_2h_battledungeon_c_01.jpg","inv_polearm_2h_battledungeon_c_01.jpg"
159648,"Bainbridge's Blackjack","https://wow.zamimg.com/images/wow/icons/large/inv_mace_1h_battledungeon_c_02.jpg","inv_mace_1h_battledungeon_c_02.jpg"
159649,"Saber of Dread Pirate Lockwood","https://wow.zamimg.com/images/wow/icons/large/inv_sword_1h_battledungeon_c_01.jpg","inv_sword_1h_battledungeon_c_01.jpg"
159650,"Dismembered Submersible Claw","https://wow.zamimg.com/images/wow/icons/large/inv_mace_2h_battledungeon_c_01.jpg","inv_mace_2h_battledungeon_c_01.jpg"
159965,"Redhook's Cummerbund","https://wow.zamimg.com/images/wow/icons/large/inv_belt_cloth_kultirasdungeon_c_01.jpg","inv_belt_cloth_kultirasdungeon_c_01.jpg"
159968,"Gloves of the Iron Reavers","https://wow.zamimg.com/images/wow/icons/large/inv_glove_leather_kultirasdungeon_c_01.jpg","inv_glove_leather_kultirasdungeon_c_01.jpg"
159969,"Powdershot Leggings","https://wow.zamimg.com/images/wow/icons/large/inv_pants_mail_kultirasdungeon_c_01.jpg","inv_pants_mail_kultirasdungeon_c_01.jpg"
159972,"Mutineer's Fate","https://wow.zamimg.com/images/wow/icons/large/inv_polearm_2h_battledungeon_c_01.jpg","inv_polearm_2h_battledungeon_c_01.jpg"
159973,"Boarder's Billy Club","https://wow.zamimg.com/images/wow/icons/large/inv_mace_1h_battledungeon_c_02.jpg","inv_mace_1h_battledungeon_c_02.jpg"
162541,"Band of the Roving Scalawag","https://wow.zamimg.com/images/wow/icons/large/inv_ring_80_02a.jpg","inv_ring_80_02a.jpg"
162542,"Seal of the City Watch","https://wow.zamimg.com/images/wow/icons/large/inv_ring_80_02a.jpg","inv_ring_80_02a.jpg"
